=== TCP1 - Processing Speed Tracker - Discrete Samples ===
Rolling Type	Sample	Parameters#	Regime	LapsedTime
Discrete	20	12 SPC Windows	05hz	1.046
Discrete	20	12 SPC Windows	05hz	1.219
Discrete	20	12 SPC Windows	05hz	1.151
Discrete	20	12 SPC Windows	05hz	1.476
Discrete	20	12 SPC Windows	05hz	1.219
Discrete	20	12 SPC Windows	05hz	1.215
Discrete	20	12 SPC Windows	05hz	1.78
Discrete	20	12 SPC Windows	05hz	1.234
Discrete	20	12 SPC Windows	05hz	1.482
Discrete	20	12 SPC Windows	05hz	1.216
Discrete	20	12 SPC Windows	05hz	1.17
Discrete	20	12 SPC Windows	05hz	3.831
Discrete	20	12 SPC Windows	05hz	4.025
Discrete	20	12 SPC Windows	05hz	3.001
Discrete	20	12 SPC Windows	05hz	3.51
Discrete	20	12 SPC Windows	05hz	2.739
Discrete	20	12 SPC Windows	05hz	4.291
Discrete	20	12 SPC Windows	05hz	6.072
Discrete	20	12 SPC Windows	05hz	7.974
Discrete	20	12 SPC Windows	05hz	6.971
Discrete	20	12 SPC Windows	05hz	8.931
