=== TCP1 - Processing Speed Tracker - Domino Samples ===
Rolling Type	Sample	Parameters#	Regime	LapsedTime
Domino	20	10 + 2 VPlots	05hz	25.56
Domino	20	10 + 2 VPlots	05hz	25.535
Domino	20	10 + 2 VPlots	05hz	16.873
Domino	20	10 + 2 VPlots	05hz	23.148
Domino	20	10 + 2 VPlots	05hz	24.544
Domino	20	10 + 2 VPlots	05hz	22.107
Domino	20	10 + 2 VPlots	05hz	10.792
Domino	20	10 + 2 VPlots	05hz	12.478
Domino	20	10 + 2 VPlots	05hz	30.851
Domino	20	10 + 2 VPlots	05hz	26.217
Domino	20	10 + 2 VPlots	05hz	11.251
Domino	20	10 + 2 VPlots	05hz	24.685
Domino	20	10 + 2 VPlots	05hz	28.051
Domino	20	10 + 2 VPlots	05hz	16.911
Domino	20	10 + 2 VPlots	05hz	9.757
Domino	20	10 + 2 VPlots	05hz	7.464
Domino	20	10 + 2 VPlots	05hz	21.04
Domino	20	10 + 2 VPlots	05hz	15.884
Domino	20	10 + 2 VPlots	05hz	5.057
Domino	20	10 + 2 VPlots	05hz	6.508
Domino	20	10 + 2 VPlots	05hz	10.065
Domino	20	10 + 2 VPlots	05hz	8.404
Domino	20	10 + 2 VPlots	05hz	6.584
Domino	20	10 + 2 VPlots	05hz	25.003
Domino	20	10 + 2 VPlots	05hz	13.522
Domino	20	10 + 2 VPlots	05hz	15.233
Domino	20	10 + 2 VPlots	05hz	17.884
Domino	20	10 + 2 VPlots	05hz	16.075
Domino	20	10 + 2 VPlots	05hz	18.41
Domino	20	10 + 2 VPlots	05hz	14.313
Domino	20	10 + 2 VPlots	05hz	2.983
Domino	20	10 + 2 VPlots	05hz	3.619
Domino	20	10 + 2 VPlots	05hz	5.338
Domino	20	10 + 2 VPlots	05hz	2.802
Domino	20	10 + 2 VPlots	05hz	2.883
Domino	20	10 + 2 VPlots	05hz	31.19
Domino	20	10 + 2 VPlots	05hz	18.527
Domino	20	10 + 2 VPlots	05hz	14.594
Domino	20	10 + 2 VPlots	05hz	11.03
Domino	20	10 + 2 VPlots	05hz	6.517
Domino	20	10 + 2 VPlots	05hz	8.72
Domino	20	8 + 2 VPlot	05hz	7.486
Domino	20	8 + 2 VPlot	05hz	11.613
Domino	20	8 + 2 VPlot	05hz	2.581
Domino	20	8 + 2 VPlot	05hz	2.032
Domino	20	8 + 2 VPlot	05hz	3.355
Domino	20	8 + 2 VPlot	05hz	2.994
Domino	20	8 + 2 VPlot	05hz	2.419
Domino	20	8 + 2 VPlot	05hz	4.566
Domino	20	8 + 2 VPlot	05hz	3.161
Domino	20	8 + 2 VPlot	05hz	2.93
Domino	20	8 + 2 VPlot	05hz	4.376
Domino	20	8 + 2 VPlot	05hz	2.805
Domino	20	8 + 2 VPlot	05hz	3.65
Domino	20	8 + 2 VPlot	05hz	2.554
Domino	20	8 + 2 VPlot	05hz	3.186
Domino	20	8 + 2 VPlot	05hz	3.082
Domino	20	8 + 2 VPlot	05hz	9.863
Domino	20	8 + 2 VPlot	05hz	1.938
Domino	20	8 + 2 VPlot	05hz	9.763
Domino	20	8 + 2 VPlot	05hz	12.98
Domino	20	8 + 2 VPlot	05hz	2.418
Domino	20	8 + 2 VPlot	05hz	3.125
Domino	20	8 + 2 VPlot	05hz	2.755
Domino	20	8 + 2 VPlot	05hz	2.689
Domino	20	8 + 2 VPlot	05hz	3.112
Domino	20	8 + 2 VPlot	05hz	2.406
Domino	20	8 + 2 VPlot	05hz	12.267
Domino	20	8 + 2 VPlot	05hz	3.398
Domino	20	8 + 2 VPlot	05hz	3.343
Domino	20	8 + 2 VPlot	05hz	2.458
Domino	20	8 + 2 VPlot	05hz	2.212
Domino	20	8 + 2 VPlot	05hz	3.477
Domino	20	8 + 2 VPlot	05hz	2.657
Domino	20	10 + 2 VPlots	05hz	6.095
Domino	20	10 + 2 VPlots	05hz	2.873
Domino	20	10 + 2 VPlots	05hz	2.993
Domino	20	10 + 2 VPlots	05hz	6.086
Domino	20	10 + 2 VPlots	05hz	5.269
Domino	20	10 + 2 VPlots	05hz	5.277
Domino	20	10 + 2 VPlots	05hz	14.943
Domino	20	10 + 2 VPlots	05hz	5.134
Domino	20	10 + 2 VPlots	05hz	5.083
Domino	20	10 + 2 VPlots	05hz	5.908
Domino	20	10 + 2 VPlots	05hz	5.278
Domino	20	10 + 2 VPlots	05hz	9.294
Domino	20	10 + 2 VPlots	05hz	4.184
Domino	20	10 + 2 VPlots	05hz	4.823
Domino	20	10 + 2 VPlots	05hz	3.303
Domino	20	10 + 2 VPlots	05hz	4.978
Domino	20	10 + 2 VPlots	05hz	12.735
Domino	20	10 + 2 VPlots	05hz	7.555
Domino	20	10 + 2 VPlots	05hz	18.121
Domino	20	10 + 2 VPlots	05hz	23.39
Domino	20	10 + 2 VPlots	05hz	13.677
Domino	20	10 + 2 VPlots	05hz	12.654
Domino	20	10 + 2 VPlots	05hz	23.256
Domino	20	10 + 2 VPlots	05hz	1.637
Domino	20	10 + 2 VPlots	05hz	1.66
Domino	20	10 + 2 VPlots	05hz	1.615
Domino	20	10 + 2 VPlots	05hz	10.17
Domino	20	10 + 2 VPlots	05hz	1.625
Domino	20	10 + 2 VPlots	05hz	1.598
Domino	20	10 + 2 VPlots	05hz	8.094
Domino	20	10 + 2 VPlots	05hz	5.864
Domino	20	10 + 2 VPlots	05hz	2.467
Domino	20	10 + 2 VPlots	05hz	19.289
Domino	20	10 + 2 VPlots	05hz	7.631
Domino	20	10 + 2 VPlots	05hz	2.198
Domino	20	10 + 2 VPlots	05hz	3.577
Domino	20	10 + 2 VPlots	05hz	1.69
Domino	20	10 + 2 VPlots	05hz	15.441
Domino	20	10 + 2 VPlots	05hz	9.217
Domino	20	10 + 2 VPlots	05hz	1.617
Domino	20	10 + 2 VPlots	05hz	2.727
Domino	20	10 + 2 VPlots	05hz	2.332
Domino	20	10 + 2 VPlots	05hz	2.003
Domino	20	10 + 2 VPlots	05hz	1.561
Domino	20	10 + 2 VPlots	05hz	1.949
Domino	20	10 + 2 VPlots	05hz	29.184
Domino	20	10 + 2 VPlots	05hz	1.162
Domino	20	10 + 2 VPlots	05hz	2.747
Domino	20	10 + 2 VPlots	05hz	1.88
Domino	20	10 + 2 VPlots	05hz	14.495
Domino	20	10 + 2 VPlots	05hz	12.765
Domino	20	10 + 2 VPlots	05hz	16.823
Domino	20	10 + 2 VPlots	05hz	14.36
Domino	20	10 + 2 VPlots	05hz	13.574
Domino	20	10 + 2 VPlots	05hz	9.599
Domino	20	10 + 2 VPlots	05hz	16.195
Domino	20	10 + 2 VPlots	05hz	17.214
Domino	20	10 + 2 VPlots	05hz	10.231
Domino	20	10 + 2 VPlots	05hz	0.754
Domino	20	10 + 2 VPlots	05hz	2.703
Domino	20	10 + 2 VPlots	05hz	0.732
Domino	20	10 + 2 VPlots	05hz	3.981
Domino	20	10 + 2 VPlots	05hz	1.042
Domino	20	10 + 2 VPlots	05hz	1.543
Domino	20	10 + 2 VPlots	05hz	1.749
Domino	20	10 + 2 VPlots	05hz	2.054
Domino	20	10 + 2 VPlots	05hz	1.028
Domino	20	10 + 2 VPlots	05hz	1.782
Domino	20	10 + 2 VPlots	05hz	3.126
Domino	20	10 + 2 VPlots	05hz	3.218
Domino	20	10 + 2 VPlots	05hz	5.398
Domino	20	10 + 2 VPlots	05hz	1.828
Domino	20	10 + 2 VPlots	05hz	2.068
Domino	20	10 + 2 VPlots	05hz	2.463
Domino	20	10 + 2 VPlots	05hz	1.979
Domino	20	10 + 2 VPlots	05hz	3.644
Domino	20	10 + 2 VPlots	05hz	2.429
Domino	20	10 + 2 VPlots	05hz	2.503
Domino	20	10 + 2 VPlots	05hz	4.787
Domino	20	10 + 2 VPlots	05hz	2.537
Domino	20	10 + 2 VPlots	05hz	2.112
Domino	20	10 + 2 VPlots	05hz	2.8
Domino	20	10 + 2 VPlots	05hz	3.094
Domino	20	10 + 2 VPlots	05hz	2.054
Domino	20	10 + 2 VPlots	05hz	2.392
Domino	20	10 + 2 VPlots	05hz	5.432
Domino	20	10 + 2 VPlots	05hz	2.059
Domino	20	10 + 2 VPlots	05hz	2.131
Domino	20	10 + 2 VPlots	05hz	2.722
Domino	20	10 + 2 VPlots	05hz	3.349
Domino	20	10 + 2 VPlots	05hz	1.986
Domino	20	10 + 2 VPlots	05hz	2.646
Domino	20	10 + 2 VPlots	05hz	6.422
Domino	20	10 + 2 VPlots	05hz	1.993
Domino	20	10 + 2 VPlots	05hz	7.07
Domino	20	10 + 2 VPlots	05hz	2.849
Domino	20	10 + 2 VPlots	05hz	2.308
Domino	20	10 + 2 VPlots	05hz	4.347
Domino	20	10 + 2 VPlots	05hz	2.38
Domino	20	10 + 2 VPlots	05hz	2.941
Domino	20	10 + 2 VPlots	05hz	7.929
Domino	20	10 + 2 VPlots	05hz	4.065
Domino	20	10 + 2 VPlots	05hz	2.246
Domino	20	10 + 2 VPlots	05hz	2.53
Domino	20	10 + 2 VPlots	05hz	0.886
Domino	20	10 + 2 VPlots	05hz	5.016
Domino	20	10 + 2 VPlots	05hz	2.693
Domino	20	10 + 2 VPlots	05hz	6.386
Domino	20	10 + 2 VPlots	05hz	3.025
Domino	20	10 + 2 VPlots	05hz	0.944
Domino	20	10 + 2 VPlots	05hz	1.253
Domino	20	10 + 2 VPlots	05hz	6.97
Domino	20	10 + 2 VPlots	05hz	1.099
Domino	20	10 + 2 VPlots	05hz	1.711
Domino	20	10 + 2 VPlots	05hz	1.48
Domino	20	10 + 2 VPlots	05hz	5.096
Domino	20	10 + 2 VPlots	05hz	5.774
Domino	20	10 + 2 VPlots	05hz	1.572
Domino	20	10 + 2 VPlots	05hz	3.835
Domino	20	10 + 2 VPlots	05hz	1.825
Domino	20	10 + 2 VPlots	05hz	22.751
Domino	20	10 + 2 VPlots	05hz	3.857
Domino	20	10 + 2 VPlots	05hz	3.581
Domino	20	10 + 2 VPlots	05hz	2.36
Domino	20	10 + 2 VPlots	05hz	5.508
Domino	20	10 + 2 VPlots	05hz	2.854
Domino	20	10 + 2 VPlots	05hz	3.653
Domino	20	10 + 2 VPlots	05hz	2.822
Domino	20	10 + 2 VPlots	05hz	0.546
Domino	20	10 + 2 VPlots	05hz	1.242
Domino	20	10 + 2 VPlots	05hz	1.199
Domino	20	10 + 2 VPlots	05hz	2.904
Domino	20	10 + 2 VPlots	05hz	2.246
Domino	20	10 + 2 VPlots	05hz	3.29
Domino	20	10 + 2 VPlots	05hz	2.281
Domino	20	10 + 2 VPlots	05hz	3.616
Domino	20	10 + 2 VPlots	05hz	4.284
Domino	20	10 + 2 VPlots	05hz	2.255
Domino	20	10 + 2 VPlots	05hz	2.474
Domino	20	10 + 2 VPlots	05hz	2.292
Domino	20	10 + 2 VPlots	05hz	5.359
Domino	20	10 + 2 VPlots	05hz	2.283
Domino	20	10 + 2 VPlots	05hz	1.026
Domino	20	10 + 2 VPlots	05hz	1.563
Domino	20	10 + 2 VPlots	05hz	13.956
Domino	20	10 + 2 VPlots	05hz	3.579
Domino	20	10 + 2 VPlots	05hz	3.816
Domino	20	10 + 2 VPlots	05hz	1.833
Domino	20	10 + 2 VPlots	05hz	1.639
Domino	20	10 + 2 VPlots	05hz	1.653
Domino	20	10 + 2 VPlots	05hz	4.555
Domino	20	10 + 2 VPlots	05hz	2.093
Domino	20	10 + 2 VPlots	05hz	2.502
Domino	20	10 + 2 VPlots	05hz	1.986
Domino	20	10 + 2 VPlots	05hz	9.441
Domino	20	10 + 2 VPlots	05hz	2.353
Domino	20	10 + 2 VPlots	05hz	5.45
Domino	20	10 + 2 VPlots	05hz	2.987
Domino	20	10 + 2 VPlots	05hz	1.95
Domino	20	10 + 2 VPlots	05hz	4.825
Domino	20	10 + 2 VPlots	05hz	0.33
Domino	20	10 + 2 VPlots	05hz	0.339
Domino	20	10 + 2 VPlots	05hz	0.291
Domino	20	10 + 2 VPlots	05hz	0.255
Domino	20	10 + 2 VPlots	05hz	0.332
Domino	20	10 + 2 VPlots	05hz	0.311
Domino	20	10 + 2 VPlots	05hz	0.497
Domino	20	10 + 2 VPlots	05hz	8.667
Domino	20	10 + 2 VPlots	05hz	0.895
Domino	20	10 + 2 VPlots	05hz	0.754
Domino	20	10 + 2 VPlots	05hz	3.981
Domino	20	10 + 2 VPlots	05hz	1.272
Domino	20	10 + 2 VPlots	05hz	1.362
Domino	20	10 + 2 VPlots	05hz	1.104
Domino	20	10 + 2 VPlots	05hz	0.992
Domino	20	10 + 2 VPlots	05hz	0.801
Domino	20	10 + 2 VPlots	05hz	2.331
Domino	20	10 + 2 VPlots	05hz	1.06
Domino	20	10 + 2 VPlots	05hz	0.872
Domino	20	10 + 2 VPlots	05hz	1.04
Domino	20	10 + 2 VPlots	05hz	0.963
Domino	20	10 + 2 VPlots	05hz	0.985
Domino	20	10 + 2 VPlots	05hz	1.033
Domino	20	10 + 2 VPlots	05hz	1.694
Domino	20	10 + 2 VPlots	05hz	3.315
Domino	20	10 + 2 VPlots	05hz	6.031
Domino	20	10 + 2 VPlots	05hz	2.491
Domino	20	10 + 2 VPlots	05hz	2.373
Domino	20	10 + 2 VPlots	05hz	5.81
Domino	20	10 + 2 VPlots	05hz	2.934
Domino	20	10 + 2 VPlots	05hz	0.879
Domino	20	10 + 2 VPlots	05hz	0.975
Domino	20	10 + 2 VPlots	05hz	1.116
Domino	20	10 + 2 VPlots	05hz	1.1
Domino	20	10 + 2 VPlots	05hz	0.911
Domino	20	10 + 2 VPlots	05hz	1.07
Domino	20	10 + 2 VPlots	05hz	0.692
Domino	20	10 + 2 VPlots	05hz	0.962
Domino	20	10 + 2 VPlots	05hz	4.588
Domino	20	10 + 2 VPlots	05hz	1.782
Domino	20	10 + 2 VPlots	05hz	1.26
Domino	20	10 + 2 VPlots	05hz	1.878
Domino	20	10 + 2 VPlots	05hz	5.435
Domino	20	10 + 2 VPlots	05hz	2.124
Domino	20	10 + 2 VPlots	05hz	2.013
Domino	20	8 + 2 VPlot	05hz	0.752
Domino	20	8 + 2 VPlot	05hz	4.438
Domino	20	8 + 2 VPlot	05hz	1.934
Domino	20	8 + 2 VPlot	05hz	2.13
Domino	20	8 + 2 VPlot	05hz	1.83
Domino	20	8 + 2 VPlot	05hz	3.058
Domino	20	8 + 2 VPlot	05hz	6.421
Domino	20	8 + 2 VPlot	05hz	4.905
Domino	20	8 + 2 VPlot	05hz	5.926
Domino	20	8 + 2 VPlot	05hz	2.757
Domino	20	8 + 2 VPlot	05hz	3.798
Domino	20	8 + 2 VPlot	05hz	3.776
Domino	20	8 + 2 VPlot	05hz	4.546
Domino	20	8 + 2 VPlot	05hz	6.885
Domino	20	8 + 2 VPlot	05hz	4.189
Domino	20	8 + 2 VPlot	05hz	6.806
Domino	20	8 + 2 VPlot	05hz	5.38
Domino	20	8 + 2 VPlot	05hz	9.375
Domino	20	8 + 2 VPlot	05hz	14.272
Domino	20	8 + 2 VPlot	05hz	4.289
Domino	20	8 + 2 VPlot	05hz	9.028
Domino	20	8 + 2 VPlot	05hz	11.306
Domino	20	8 + 2 VPlot	05hz	9.758
Domino	20	8 + 2 VPlot	05hz	5.606
Domino	20	8 + 2 VPlot	05hz	7.43
Domino	20	8 + 2 VPlot	05hz	2.553
Domino	20	8 + 2 VPlot	05hz	6.107
Domino	20	8 + 2 VPlot	05hz	7.481
Domino	20	8 + 2 VPlot	05hz	13.679
Domino	20	8 + 2 VPlot	05hz	8.895
Domino	20	8 + 2 VPlot	05hz	5.451
Domino	20	8 + 2 VPlot	05hz	7.015
Domino	20	8 + 2 VPlot	05hz	3.546
Domino	20	8 + 2 VPlot	05hz	6.424
Domino	20	8 + 2 VPlot	05hz	3.679
Domino	20	8 + 2 VPlot	05hz	4.369
Domino	20	8 + 2 VPlot	05hz	16.252
Domino	20	8 + 2 VPlot	05hz	1.025
Domino	20	8 + 2 VPlot	05hz	0.903
Domino	20	8 + 2 VPlot	05hz	0.692
Domino	20	8 + 2 VPlot	05hz	1.409
Domino	20	8 + 2 VPlot	05hz	1.328
Domino	20	8 + 2 VPlot	05hz	0.999
Domino	20	8 + 2 VPlot	05hz	6.012
Domino	20	8 + 2 VPlot	05hz	3.436
Domino	20	8 + 2 VPlot	05hz	6.926
Domino	20	8 + 2 VPlot	05hz	6.361
Domino	20	8 + 2 VPlot	05hz	6.184
Domino	20	8 + 2 VPlot	05hz	1.81
Domino	20	8 + 2 VPlot	05hz	5.119
Domino	20	8 + 2 VPlot	05hz	5.656
Domino	20	8 + 2 VPlot	05hz	3.227
Domino	20	8 + 2 VPlot	05hz	1.979
Domino	20	8 + 2 VPlot	05hz	5.239
Domino	20	8 + 2 VPlot	05hz	2.213
Domino	20	8 + 2 VPlot	05hz	3.534
Domino	20	8 + 2 VPlot	05hz	5.593
Domino	20	8 + 2 VPlot	05hz	1.376
Domino	20	8 + 2 VPlot	05hz	1.573
Domino	20	8 + 2 VPlot	05hz	1.422
Domino	20	8 + 2 VPlot	05hz	5.049
Domino	20	8 + 2 VPlot	05hz	1.771
Domino	20	8 + 2 VPlot	05hz	2.854
Domino	20	8 + 2 VPlot	05hz	6.215
Domino	20	8 + 2 VPlot	05hz	1.968
Domino	20	8 + 2 VPlot	05hz	3.556
Domino	20	8 + 2 VPlot	05hz	3.654
Domino	20	8 + 2 VPlot	05hz	2.544
Domino	20	8 + 2 VPlot	05hz	2.081
Domino	20	8 + 2 VPlot	05hz	4.659
Domino	20	8 + 2 VPlot	05hz	2.196
Domino	20	8 + 2 VPlot	05hz	2.215
Domino	20	8 + 2 VPlot	05hz	5.154
Domino	20	8 + 2 VPlot	05hz	1.941
Domino	20	8 + 2 VPlot	05hz	1.954
Domino	20	8 + 2 VPlot	05hz	2.759
Domino	20	8 + 2 VPlot	05hz	4.335
Domino	20	8 + 2 VPlot	05hz	2.252
Domino	20	8 + 2 VPlot	05hz	1.964
Domino	20	8 + 2 VPlot	05hz	2.279
Domino	20	8 + 2 VPlot	05hz	7.94
Domino	20	8 + 2 VPlot	05hz	2.21
Domino	20	8 + 2 VPlot	05hz	6.44
Domino	20	8 + 2 VPlot	05hz	1.355
Domino	20	8 + 2 VPlot	05hz	2.49
Domino	20	8 + 2 VPlot	05hz	2.111
Domino	20	8 + 2 VPlot	05hz	4.881
Domino	20	8 + 2 VPlot	05hz	0.629
Domino	20	8 + 2 VPlot	05hz	0.386
Domino	20	8 + 2 VPlot	05hz	0.557
Domino	20	8 + 2 VPlot	05hz	1.413
Domino	20	8 + 2 VPlot	05hz	1.148
Domino	20	8 + 2 VPlot	05hz	1.146
Domino	20	8 + 2 VPlot	05hz	1.697
Domino	20	8 + 2 VPlot	05hz	2.463
Domino	20	8 + 2 VPlot	05hz	0.794
Domino	20	8 + 2 VPlot	05hz	1.101
Domino	20	8 + 2 VPlot	05hz	1.363
Domino	20	8 + 2 VPlot	05hz	1.573
Domino	20	8 + 2 VPlot	05hz	0.986
Domino	20	8 + 2 VPlot	05hz	1.164
Domino	20	8 + 2 VPlot	05hz	1.231
Domino	20	8 + 2 VPlot	05hz	1.338
Domino	20	8 + 2 VPlot	05hz	1.406
Domino	20	8 + 2 VPlot	05hz	4.528
Domino	20	8 + 2 VPlot	05hz	3.055
Domino	20	8 + 2 VPlot	05hz	5.173
Domino	20	8 + 2 VPlot	05hz	7.117
Domino	20	8 + 2 VPlot	05hz	5.771
Domino	20	8 + 2 VPlot	05hz	2.877
Domino	20	8 + 2 VPlot	05hz	3.046
Domino	20	8 + 2 VPlot	05hz	13.491
Domino	20	8 + 2 VPlot	05hz	5.22
Domino	20	8 + 2 VPlot	05hz	3.201
Domino	20	8 + 2 VPlot	05hz	3.944
Domino	20	8 + 2 VPlot	05hz	5.802
Domino	20	8 + 2 VPlot	05hz	3.048
Domino	20	8 + 2 VPlot	05hz	7.582
Domino	20	8 + 2 VPlot	05hz	3.423
Domino	20	8 + 2 VPlot	05hz	5.912
Domino	20	8 + 2 VPlot	05hz	2.647
Domino	20	8 + 2 VPlot	05hz	2.748
Domino	20	8 + 2 VPlot	05hz	6.316
Domino	20	8 + 2 VPlot	05hz	0.923
Domino	20	8 + 2 VPlot	05hz	1.274
Domino	20	8 + 2 VPlot	05hz	2.831
Domino	20	8 + 2 VPlot	05hz	10.904
Domino	20	8 + 2 VPlot	05hz	8.972
Domino	20	8 + 2 VPlot	05hz	2.143
Domino	20	8 + 2 VPlot	05hz	1.972
Domino	20	8 + 2 VPlot	05hz	2.666
Domino	20	8 + 2 VPlot	05hz	7.179
Domino	20	8 + 2 VPlot	05hz	2.636
Domino	20	8 + 2 VPlot	05hz	1.77
Domino	20	8 + 2 VPlot	05hz	5.453
Domino	20	8 + 2 VPlot	05hz	3.017
Domino	20	8 + 2 VPlot	05hz	1.92
Domino	20	8 + 2 VPlot	05hz	5.89
Domino	20	8 + 2 VPlot	05hz	2.958
Domino	20	8 + 2 VPlot	05hz	2.089
Domino	20	8 + 2 VPlot	05hz	5.701
Domino	20	8 + 2 VPlot	05hz	2.739
Domino	20	8 + 2 VPlot	05hz	2.097
Domino	20	8 + 2 VPlot	05hz	4.788
Domino	20	8 + 2 VPlot	05hz	3.108
Domino	20	8 + 2 VPlot	05hz	2.874
Domino	20	8 + 2 VPlot	05hz	4.869
Domino	20	8 + 2 VPlot	05hz	3.002
Domino	20	8 + 2 VPlot	05hz	1.528
Domino	20	8 + 2 VPlot	05hz	3.119
Domino	20	8 + 2 VPlot	05hz	2.91
Domino	20	8 + 2 VPlot	05hz	2.103
Domino	20	8 + 2 VPlot	05hz	3.55
Domino	20	8 + 2 VPlot	05hz	2.455
Domino	20	8 + 2 VPlot	05hz	1.895
Domino	20	8 + 2 VPlot	05hz	5.412
Domino	20	8 + 2 VPlot	05hz	2.067
Domino	20	8 + 2 VPlot	05hz	2.619
Domino	20	8 + 2 VPlot	05hz	3.282
Domino	20	8 + 2 VPlot	05hz	2.011
Domino	20	8 + 2 VPlot	05hz	1.715
Domino	20	8 + 2 VPlot	05hz	0.573
Domino	20	8 + 2 VPlot	05hz	0.307
Domino	20	8 + 2 VPlot	05hz	3.851
Domino	20	8 + 2 VPlot	05hz	1.759
Domino	20	8 + 2 VPlot	05hz	1.134
Domino	20	8 + 2 VPlot	05hz	1.296
Domino	20	8 + 2 VPlot	05hz	7.874
Domino	20	8 + 2 VPlot	05hz	0.982
Domino	20	8 + 2 VPlot	05hz	1.403
Domino	20	8 + 2 VPlot	05hz	4.421
Domino	20	8 + 2 VPlot	05hz	1.264
Domino	20	8 + 2 VPlot	05hz	1.843
Domino	20	8 + 2 VPlot	05hz	1.762
Domino	20	8 + 2 VPlot	05hz	3.088
Domino	20	8 + 2 VPlot	05hz	1.71
Domino	20	8 + 2 VPlot	05hz	1.549
Domino	20	8 + 2 VPlot	05hz	1.165
Domino	20	8 + 2 VPlot	05hz	0.923
Domino	20	8 + 2 VPlot	05hz	1.247
Domino	20	8 + 2 VPlot	05hz	1.213
Domino	20	8 + 2 VPlot	05hz	1.258
Domino	20	8 + 2 VPlot	05hz	1.23
Domino	20	8 + 2 VPlot	05hz	4.416
Domino	20	8 + 2 VPlot	05hz	4.675
Domino	20	8 + 2 VPlot	05hz	2.291
Domino	20	8 + 2 VPlot	05hz	8.831
Domino	20	8 + 2 VPlot	05hz	4.625
Domino	20	8 + 2 VPlot	05hz	6.831
Domino	20	8 + 2 VPlot	05hz	3.17
Domino	20	8 + 2 VPlot	05hz	3.002
Domino	20	8 + 2 VPlot	05hz	6.292
Domino	20	8 + 2 VPlot	05hz	3.533
Domino	20	8 + 2 VPlot	05hz	5.985
Domino	20	8 + 2 VPlot	05hz	3.622
Domino	20	8 + 2 VPlot	05hz	6.547
Domino	20	8 + 2 VPlot	05hz	2.676
Domino	20	8 + 2 VPlot	05hz	3.651
Domino	20	8 + 2 VPlot	05hz	4.497
Domino	20	8 + 2 VPlot	05hz	3.515
Domino	20	8 + 2 VPlot	05hz	6.362
Domino	20	8 + 2 VPlot	05hz	5.097
Domino	20	8 + 2 VPlot	05hz	2.957
Domino	20	8 + 2 VPlot	05hz	5.545
Domino	20	8 + 2 VPlot	05hz	2.903
Domino	20	8 + 2 VPlot	05hz	2.667
Domino	20	8 + 2 VPlot	05hz	6.324
Domino	20	8 + 2 VPlot	05hz	5.481
Domino	20	8 + 2 VPlot	05hz	9.924
Domino	20	8 + 2 VPlot	05hz	2.486
Domino	20	8 + 2 VPlot	05hz	6.868
Domino	20	8 + 2 VPlot	05hz	3.154
Domino	20	8 + 2 VPlot	05hz	8.016
Domino	20	8 + 2 VPlot	05hz	3.08
Domino	20	8 + 2 VPlot	05hz	3.368
Domino	20	8 + 2 VPlot	05hz	3.158
Domino	20	8 + 2 VPlot	05hz	4.543
Domino	20	8 + 2 VPlot	05hz	2.02
Domino	20	8 + 2 VPlot	05hz	8.107
Domino	20	8 + 2 VPlot	05hz	5.336
Domino	20	8 + 2 VPlot	05hz	0.709
Domino	20	8 + 2 VPlot	05hz	0.926
Domino	20	8 + 2 VPlot	05hz	2.556
Domino	20	8 + 2 VPlot	05hz	5.058
Domino	20	8 + 2 VPlot	05hz	4.19
Domino	20	8 + 2 VPlot	05hz	9.093
Domino	20	8 + 2 VPlot	05hz	10.291
Domino	20	8 + 2 VPlot	05hz	8.891
Domino	20	8 + 2 VPlot	05hz	0.712
Domino	20	8 + 2 VPlot	05hz	1.191
Domino	20	8 + 2 VPlot	05hz	2.281
Domino	20	8 + 2 VPlot	05hz	2.076
Domino	20	8 + 2 VPlot	05hz	1.222
Domino	20	8 + 2 VPlot	05hz	1.649
Domino	20	8 + 2 VPlot	05hz	1.768
Domino	20	8 + 2 VPlot	05hz	4.718
Domino	20	8 + 2 VPlot	05hz	4.555
Domino	20	8 + 2 VPlot	05hz	8.543
Domino	20	8 + 2 VPlot	05hz	6.083
Domino	20	8 + 2 VPlot	05hz	10.914
Domino	20	8 + 2 VPlot	05hz	3.248
Domino	20	8 + 2 VPlot	05hz	10.478
Domino	20	8 + 2 VPlot	05hz	4.029
Domino	20	8 + 2 VPlot	05hz	4.865
Domino	20	8 + 2 VPlot	05hz	29.734
Domino	20	8 + 2 VPlot	05hz	13.758
Domino	20	8 + 2 VPlot	05hz	19.526
Domino	20	8 + 2 VPlot	05hz	1.724
Domino	20	8 + 2 VPlot	05hz	1.251
Domino	20	8 + 2 VPlot	05hz	2.251
Domino	20	8 + 2 VPlot	05hz	1.412
Domino	20	8 + 2 VPlot	05hz	2.642
Domino	20	8 + 2 VPlot	05hz	2.332
Domino	20	8 + 2 VPlot	05hz	1.864
Domino	20	8 + 2 VPlot	05hz	5.003
Domino	20	8 + 2 VPlot	05hz	2.747
Domino	20	8 + 2 VPlot	05hz	2.553
Domino	20	8 + 2 VPlot	05hz	5.398
Domino	20	8 + 2 VPlot	05hz	2.859
Domino	20	8 + 2 VPlot	05hz	2.268
Domino	20	8 + 2 VPlot	05hz	5.279
Domino	20	8 + 2 VPlot	05hz	3.97
Domino	20	8 + 2 VPlot	05hz	1.468
Domino	20	8 + 2 VPlot	05hz	2.234
Domino	20	8 + 2 VPlot	05hz	2.551
Domino	20	8 + 2 VPlot	05hz	2.119
Domino	20	8 + 2 VPlot	05hz	1.947
Domino	20	8 + 2 VPlot	05hz	5.225
Domino	20	8 + 2 VPlot	05hz	1.984
Domino	20	8 + 2 VPlot	05hz	2.273
Domino	20	8 + 2 VPlot	05hz	8.933
Domino	20	8 + 2 VPlot	05hz	2.044
Domino	20	8 + 2 VPlot	05hz	6.349
Domino	20	8 + 2 VPlot	05hz	1.549
Domino	20	8 + 2 VPlot	05hz	2.525
Domino	20	8 + 2 VPlot	05hz	3.38
Domino	20	8 + 2 VPlot	05hz	2.985
Domino	20	8 + 2 VPlot	05hz	1.947
